id,const_anon_id,response_auto_and_manual,manualresponse_exists_inc_post_count_nonresponse,manualresponse_exists,partycongruent,partycongruent_neat,issue,position,send_cat,mp_type_detailed,mp_type_abstain_nonreb,diff_mp_party_outliers_removed,diff_mp_party,has_response_info,respondent_reported_letter_status,lr_mp_party,word_total
723,93,TRUE,0,0,1,Constituent-party congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
725,93,TRUE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
725,93,TRUE,0,0,1,Constituent-party congruent,immigration,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
485,94,TRUE,0,0,0,Constituent-party not congruent,customs,disagree,1,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
485,94,TRUE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
728,94,TRUE,0,0,0,Constituent-party not congruent,regulation,agree,2-6,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
728,94,TRUE,0,0,1,Constituent-party congruent,singlem,disagree,2-6,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
728,94,TRUE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
729,94,TRUE,1,1,1,Constituent-party congruent,customs,agree,2-6,unclear rebel,loyalist,0.03007518796992481,0.03007518796992481,0,NA,0.8472978603872037,133
729,94,TRUE,1,1,1,Constituent-party congruent,regulation,disagree,2-6,unclear rebel,loyalist,0.03007518796992481,0.03007518796992481,0,NA,0.8472978603872037,133
729,94,TRUE,1,1,0,Constituent-party not congruent,singlem,agree,2-6,unclear rebel,loyalist,0,0,0,NA,0,88
189,95,TRUE,1,1,1,Constituent-party congruent,freedomm,disagree,2-6,extreme rebel,rebel,0,0,0,NA,0,13
189,95,TRUE,1,1,1,Constituent-party congruent,singlem,disagree,2-6,extreme rebel,rebel,0,0,0,NA,0,13
189,95,TRUE,1,1,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,0,0,0,NA,0,13
761,95,TRUE,1,1,0,Constituent-party not congruent,freedomm,agree,1,extreme rebel,rebel,0,0,0,NA,0,13
761,95,TRUE,1,1,0,Constituent-party not congruent,singlem,agree,2-6,extreme rebel,rebel,0,0,0,NA,0,13
761,95,TRUE,1,1,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,0,0,0,NA,0,13
139,96,TRUE,1,1,1,Constituent-party congruent,skilled,disagree,1,loyalist,loyalist,-0.0017825311942958992,-0.0017825311942958992,0,NA,-0.15415067982725836,561
777,96,TRUE,1,1,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,-0.0017825311942958992,-0.0017825311942958992,0,NA,-0.15415067982725836,561
237,97,TRUE,0,0,0,Constituent-party not congruent,singlem,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
583,97,TRUE,1,1,1,Constituent-party congruent,immigration,disagree,2-6,loyalist,loyalist,-0.0026737967914438505,-0.0026737967914438505,1,0,-0.0953101798043249,374
583,97,TRUE,0,0,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
807,97,TRUE,1,1,1,Constituent-party congruent,singlem,disagree,1,loyalist,loyalist,-0.038901601830663615,-0.038901601830663615,0,NA,-1.3437347467010947,437
807,97,TRUE,1,1,0,Constituent-party not congruent,immigration,agree,2-6,loyalist,loyalist,-0.0026737967914438505,-0.0026737967914438505,0,NA,-0.0953101798043249,374
807,97,TRUE,0,0,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
484,98,TRUE,1,1,0,Constituent-party not congruent,freedomm,disagree,2-6,loyalist,loyalist,0,0,0,NA,0,407
817,98,TRUE,1,1,1,Constituent-party congruent,freedomm,agree,1,loyalist,loyalist,0.015037593984962405,0.015037593984962405,1,0,0.6931471805599453,133
734,99,TRUE,1,1,1,Constituent-party congruent,customs,disagree,2-6,extreme rebel,rebel,NA,0.2,0,NA,0.6931471805599453,5
734,99,TRUE,1,1,1,Constituent-party congruent,singlem,disagree,2-6,extreme rebel,rebel,NA,0.09375,0,NA,1.3862943611198906,32
734,99,TRUE,1,1,1,Constituent-party congruent,tuitionfree,disagree,2-6,loyalist,loyalist,0.034482758620689655,0.034482758620689655,0,NA,0.6931471805599453,29
827,99,TRUE,1,1,0,Constituent-party not congruent,singlem,agree,2-6,extreme rebel,rebel,0,0,0,NA,0,36
827,99,TRUE,1,1,0,Constituent-party not congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,0.05660377358490566,0.05660377358490566,0,NA,1.9459101490553132,106
828,99,TRUE,1,1,0,Constituent-party not congruent,tuitionfree,agree,2-6,loyalist,loyalist,0.058823529411764705,0.058823529411764705,0,NA,1.0986122886681098,34
829,99,TRUE,1,1,0,Constituent-party not congruent,customs,agree,1,extreme rebel,rebel,-0.041666666666666664,-0.041666666666666664,0,NA,-0.6931471805599453,24
829,99,TRUE,1,1,1,Constituent-party congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,-0.0034482758620689655,-0.0034482758620689655,1,1,-0.2876820724517809,290
834,100,TRUE,1,1,1,Constituent-party congruent,customs,disagree,1,loyalist,loyalist,-0.01704545454545455,-0.01704545454545455,1,0,-0.35667494393873245,176
834,100,TRUE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
834,100,TRUE,1,1,1,Constituent-party congruent,immigration,agree,2-6,loyalist,loyalist,0.010940919037199124,0.010940919037199124,1,0,1.252762968495368,457
835,100,TRUE,0,0,0,Constituent-party not congruent,customs,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
835,100,TRUE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
835,100,TRUE,0,0,0,Constituent-party not congruent,immigration,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
843,101,TRUE,0,0,0,Constituent-party not congruent,freedomm,agree,1,extreme rebel,rebel,NA,NA,0,NA,NA,NA
843,101,FALSE,0,0,1,Constituent-party congruent,regulation,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
843,101,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
844,101,TRUE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,extreme rebel,rebel,NA,NA,0,NA,NA,NA
844,101,FALSE,0,0,0,Constituent-party not congruent,regulation,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
844,101,FALSE,0,0,0,Constituent-party not congruent,immigration,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
845,101,TRUE,0,0,1,Constituent-party congruent,immigration,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
845,101,FALSE,0,0,1,Constituent-party congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
589,102,TRUE,1,0,1,Constituent-party congruent,secondr,disagree,2-6,loyalist,loyalist,0,0,1,1,0,218
853,102,TRUE,0,0,0,Constituent-party not congruent,secondr,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
